ID	Carat Weight	Cut	Color	Clarity	Polish	Symmetry	Report	Price
5014	 0.78 	Ideal	D	VS2	EX	EX	GIA	3811.00
5015	 2.65 	Very Good	G	SI1	G	VG	GIA	27627.00
5016	 1.53 	Ideal	G	SI1	ID	ID	AGSL	10842.00
5017	 2.10 	Ideal	I	SI1	ID	ID	AGSL	16425.00
5018	 1.27 	Ideal	F	VS2	ID	ID	AGSL	10656.00
5019	 1.04 	Very Good	D	VVS2	EX	G	GIA	10502.00
5020	 1.08 	Very Good	F	VVS1	VG	EX	GIA	10555.00
5021	 0.90 	Good	G	SI1	VG	G	GIA	3669.00
5022	 0.90 	Very Good	G	IF	EX	VG	GIA	5718.00
5023	 1.06 	Signature-Ideal	G	VS1	EX	EX	GIA	8093.00
5024	 1.71 	Very Good	H	VS2	EX	VG	GIA	12690.00
5025	 2.04 	Ideal	D	VVS2	EX	VG	GIA	45675.00
5026	 1.50 	Very Good	G	SI1	VG	G	GIA	9429.00
5027	 1.20 	Very Good	I	VS1	VG	VG	GIA	6167.00
5028	 1.28 	Ideal	G	IF	EX	EX	GIA	13360.00
5029	 2.08 	Very Good	G	VS2	EX	EX	GIA	23226.00
5030	 1.51 	Ideal	G	VS2	EX	EX	GIA	13532.00
5031	 1.52 	Very Good	H	VS2	VG	VG	GIA	10791.00
5032	 1.10 	Ideal	G	VVS1	EX	EX	GIA	9262.00
5033	 1.14 	Ideal	E	VVS2	EX	EX	GIA	11206.00
5034	 1.51 	Good	D	SI1	VG	EX	GIA	11660.00
5035	 1.01 	Very Good	F	SI1	EX	EX	GIA	5078.00
5036	 0.90 	Very Good	D	VS1	VG	EX	GIA	5757.00
5037	 1.02 	Very Good	H	SI1	EX	VG	GIA	4444.00
5038	 2.19 	Very Good	G	VS1	VG	VG	GIA	29065.00
5039	 2.50 	Very Good	G	SI1	VG	VG	GIA	27396.00
5040	 1.20 	Very Good	I	VS1	VG	G	GIA	6269.00
5041	 0.82 	Very Good	H	VS2	EX	EX	GIA	3380.00
5042	 1.02 	Ideal	H	SI1	EX	EX	GIA	5257.00
5043	 1.00 	Very Good	E	VS2	VG	G	GIA	6285.00
5044	 1.00 	Good	G	VS2	VG	G	GIA	5713.00
5045	 0.81 	Very Good	E	SI1	VG	VG	AGSL	2972.00
5046	 1.07 	Very Good	H	IF	VG	VG	GIA	7925.00
5047	 1.29 	Ideal	G	VVS1	EX	EX	GIA	11470.00
5048	 1.09 	Ideal	D	SI1	ID	ID	AGSL	6532.00
5049	 1.20 	Signature-Ideal	E	VS1	EX	EX	GIA	12018.00
5050	 1.12 	Ideal	H	SI1	EX	EX	GIA	5521.00
5051	 2.07 	Very Good	F	VS2	VG	VG	GIA	26619.00
5052	 2.02 	Very Good	H	SI1	VG	VG	GIA	17884.00
5053	 1.52 	Very Good	D	VS1	VG	EX	GIA	17558.00
5054	 0.81 	Ideal	E	SI1	EX	EX	GIA	3935.00
5055	 0.82 	Ideal	G	VS1	EX	EX	GIA	3880.00
5056	 1.54 	Very Good	D	VS1	VG	VG	GIA	16750.00
5057	 0.91 	Fair	G	VS1	EX	VG	GIA	4036.00
5058	 0.79 	Very Good	I	VS1	EX	EX	GIA	2727.00
5059	 0.90 	Ideal	H	VS1	G	VG	GIA	4201.00
5060	 1.04 	Very Good	H	VVS2	VG	G	GIA	6364.00
5061	 0.79 	Very Good	H	VS1	EX	VG	GIA	2756.00
5062	 1.01 	Very Good	F	VS2	EX	VG	GIA	6847.00
5063	 1.01 	Ideal	F	VS2	EX	EX	GIA	7258.00
5064	 2.00 	Very Good	F	VVS2	EX	EX	GIA	37839.00
5065	 2.02 	Ideal	H	SI1	VG	VG	GIA	17844.00
5066	 1.22 	Ideal	H	VS1	EX	EX	GIA	8167.00
5067	 0.82 	Ideal	D	VS2	EX	EX	GIA	4682.00
5068	 1.01 	Good	E	VS2	G	G	GIA	6691.00
5069	 2.07 	Ideal	G	SI1	VG	VG	GIA	20951.00
5070	 1.27 	Good	E	VS1	VG	VG	GIA	10474.00
5071	 2.18 	Very Good	G	SI1	VG	EX	GIA	20773.00
5072	 1.02 	Ideal	I	SI1	ID	ID	AGSL	4639.00
5073	 1.12 	Good	H	SI1	EX	G	AGSL	5420.00
5074	 1.28 	Very Good	F	VVS2	VG	G	GIA	11723.00
5075	 1.03 	Very Good	H	VS2	VG	EX	GIA	5528.00
5076	 0.90 	Ideal	G	IF	ID	ID	AGSL	6344.00
5077	 0.93 	Very Good	I	VS1	EX	EX	GIA	4033.00
5078	 2.02 	Good	F	VS2	VG	G	GIA	26216.00
5079	 1.27 	Ideal	G	VVS1	EX	VG	GIA	10750.00
5080	 1.00 	Good	E	SI1	G	VG	GIA	5111.00
5081	 0.79 	Ideal	D	VS2	EX	VG	GIA	3768.00
5082	 2.01 	Good	G	SI1	VG	VG	GIA	18613.00
5083	 2.01 	Good	G	SI1	VG	G	GIA	20739.00
5084	 2.03 	Ideal	D	IF	EX	VG	GIA	66822.00
5085	 1.01 	Very Good	G	VS2	EX	ID	AGSL	6213.00
5086	 1.20 	Very Good	G	VS2	VG	VG	GIA	7421.00
5087	 1.08 	Ideal	D	SI1	EX	VG	GIA	6532.00
5088	 2.01 	Very Good	F	VS1	VG	VG	GIA	30707.00
5089	 1.33 	Ideal	G	VVS1	EX	EX	GIA	12501.00
5090	 1.05 	Ideal	I	SI1	VG	VG	GIA	4466.00
5091	 1.00 	Very Good	F	VS2	G	G	GIA	6619.00
5092	 0.91 	Fair	H	VVS1	VG	VG	GIA	4115.00
5093	 2.03 	Ideal	D	VS1	EX	EX	GIA	41532.00
5094	 0.90 	Very Good	D	SI1	VG	VG	GIA	4466.00
5095	 1.00 	Good	H	SI1	VG	G	GIA	4447.00
5096	 1.51 	Very Good	F	VS2	VG	VG	GIA	13012.00
5097	 1.13 	Ideal	H	VS1	EX	EX	GIA	7571.00
5098	 1.00 	Fair	E	SI1	VG	VG	GIA	5247.00
5099	 1.03 	Very Good	H	SI1	G	VG	GIA	4836.00
5100	 1.25 	Very Good	F	IF	VG	VG	GIA	13953.00
5101	 1.54 	Signature-Ideal	F	VS1	EX	EX	GIA	18416.00
5102	 1.00 	Good	F	VS2	VG	VG	GIA	6457.00
5103	 2.03 	Very Good	F	SI1	VG	G	GIA	22484.00
5104	 2.04 	Ideal	F	SI1	EX	EX	GIA	21516.00
5105	 2.01 	Very Good	G	VS2	VG	EX	GIA	23891.00
5106	 1.00 	Very Good	D	VS2	VG	G	GIA	6440.00
5107	 1.23 	Ideal	G	VS1	EX	EX	GIA	9863.00
5108	 2.21 	Very Good	I	SI1	VG	VG	GIA	17784.00
5109	 0.93 	Ideal	E	SI1	EX	EX	GIA	4700.00
5110	 1.58 	Very Good	H	VS1	EX	VG	GIA	12483.00
5111	 0.90 	Fair	E	VVS2	G	G	GIA	5551.00
5112	 1.51 	Very Good	G	SI1	EX	VG	GIA	10971.00
5113	 1.50 	Ideal	G	VS2	VG	VG	GIA	12083.00
5114	 0.85 	Ideal	H	VS1	EX	EX	GIA	4582.00
5115	 1.01 	Ideal	G	VS2	ID	ID	AGSL	6663.00
5116	 1.01 	Very Good	G	VS1	EX	EX	GIA	7021.00
5117	 0.93 	Ideal	H	SI1	EX	EX	GIA	4413.00
5118	 1.11 	Ideal	E	SI1	EX	EX	GIA	6800.00
5119	 2.01 	Good	E	VS2	VG	VG	GIA	29826.00
5120	 0.80 	Good	E	VS1	EX	VG	GIA	4444.00
5121	 1.01 	Signature-Ideal	G	VS2	ID	ID	AGSL	7179.00
5122	 0.75 	Very Good	E	VS1	G	G	GIA	3314.00
5123	 1.01 	Very Good	F	VS2	EX	EX	GIA	8330.00
5124	 2.46 	Ideal	F	VS2	EX	EX	GIA	38641.00
5125	 2.01 	Very Good	I	SI1	VG	VG	GIA	14956.00
5126	 0.78 	Signature-Ideal	E	VS1	ID	ID	AGSL	4421.00
5127	 0.93 	Ideal	G	IF	EX	EX	GIA	7869.00
5128	 2.04 	Ideal	G	SI1	VG	EX	GIA	21374.00
5129	 2.21 	Very Good	F	SI1	VG	VG	GIA	24447.00
5130	 2.00 	Very Good	G	VS1	VG	G	GIA	24944.00
5131	 1.04 	Ideal	F	VS1	VG	VG	GIA	7925.00
5132	 1.04 	Very Good	F	VS2	G	VG	GIA	6405.00
5133	 0.78 	Very Good	H	SI1	VG	EX	GIA	2600.00
5134	 0.88 	Very Good	I	SI1	VG	VG	AGSL	2823.00
5135	 2.11 	Ideal	H	IF	EX	EX	GIA	31645.00
5136	 1.02 	Very Good	F	SI1	VG	VG	GIA	5287.00
5137	 1.15 	Signature-Ideal	E	VS2	ID	ID	AGSL	9967.00
5138	 0.91 	Fair	E	SI1	VG	VG	GIA	4074.00
5139	 1.02 	Fair	E	VS2	VG	VG	GIA	6019.00
5140	 2.10 	Ideal	G	VS2	ID	ID	AGSL	27493.00
5141	 2.24 	Very Good	G	VS1	VG	G	GIA	30455.00
5142	 1.28 	Very Good	H	VS2	EX	VG	GIA	7609.00
5143	 0.81 	Very Good	G	VVS2	EX	EX	GIA	3821.00
5144	 2.24 	Ideal	G	VS2	ID	ID	AGSL	26511.00
5145	 1.24 	Signature-Ideal	F	VVS2	ID	ID	AGSL	14233.00
5146	 0.80 	Good	G	VS1	VG	G	AGSL	3283.00
5147	 2.01 	Ideal	F	VS1	EX	EX	GIA	34538.00
5148	 0.91 	Good	F	VS2	EX	EX	GIA	4084.00
5149	 1.03 	Ideal	G	SI1	VG	VG	GIA	5143.00
5150	 1.03 	Ideal	D	VS1	EX	EX	GIA	8650.00
5151	 1.21 	Ideal	G	VS1	EX	EX	GIA	8337.00
5152	 2.01 	Very Good	I	SI1	VG	VG	GIA	14541.00
5153	 1.02 	Good	I	VS2	EX	EX	AGSL	4623.00
5154	 2.38 	Ideal	F	VS2	EX	EX	GIA	33987.00
5155	 2.00 	Ideal	H	VVS2	EX	VG	GIA	24966.00
5156	 2.82 	Ideal	H	VS1	ID	ID	AGSL	33748.00
5157	 1.02 	Fair	I	SI1	VG	G	GIA	3926.00
5158	 0.91 	Very Good	H	VS2	EX	VG	GIA	4222.00
5159	 0.81 	Very Good	H	VS1	VG	EX	GIA	3328.00
5160	 1.01 	Fair	H	SI1	VG	EX	GIA	4228.00
5161	 0.93 	Good	G	SI1	G	VG	GIA	4405.00
5162	 1.01 	Very Good	F	VS2	VG	VG	GIA	6288.00
5163	 2.42 	Ideal	G	VS2	EX	EX	GIA	34487.00
5164	 0.77 	Ideal	F	VVS1	EX	EX	GIA	4619.00
5165	 1.22 	Ideal	H	VS2	EX	EX	GIA	7623.00
5166	 1.59 	Ideal	G	VVS1	EX	EX	GIA	17809.00
5167	 0.77 	Good	I	VS1	EX	EX	GIA	2472.00
5168	 1.00 	Good	E	SI1	G	G	GIA	5037.00
5169	 1.02 	Very Good	G	VS2	VG	G	GIA	6956.00
5170	 2.01 	Ideal	F	VS2	VG	VG	GIA	29386.00
5171	 1.03 	Very Good	H	VS2	EX	EX	GIA	5420.00
5172	 1.63 	Ideal	G	SI1	ID	ID	AGSL	12990.00
5173	 2.02 	Very Good	F	SI1	VG	G	GIA	16759.00
5174	 1.07 	Ideal	H	VVS1	ID	ID	AGSL	7273.00
5175	 2.08 	Ideal	G	SI1	EX	EX	GIA	20726.00
5176	 1.51 	Good	I	VS1	EX	VG	GIA	8210.00
5177	 0.90 	Very Good	F	SI1	EX	EX	GIA	3914.00
5178	 1.15 	Very Good	E	VS2	EX	VG	GIA	6929.00
5179	 2.14 	Ideal	E	VVS1	ID	ID	AGSL	57411.00
5180	 1.55 	Ideal	H	VS1	EX	EX	GIA	11045.00
5181	 0.90 	Very Good	F	SI1	VG	G	GIA	3950.00
5182	 2.05 	Very Good	F	SI1	VG	VG	GIA	20662.00
5183	 1.01 	Very Good	I	VS2	VG	VG	GIA	4409.00
5184	 0.84 	Ideal	E	SI1	EX	EX	GIA	4068.00
5185	 2.14 	Ideal	D	VS2	EX	VG	GIA	29808.00
5186	 1.20 	Very Good	I	SI1	EX	VG	GIA	5522.00
5187	 1.44 	Ideal	H	VS1	EX	EX	GIA	10145.00
5188	 0.84 	Ideal	I	VS1	EX	EX	GIA	3283.00
5189	 1.75 	Ideal	I	VVS1	VG	VG	GIA	14343.00
5190	 2.04 	Very Good	I	VS2	EX	VG	GIA	16354.00
5191	 2.05 	Ideal	G	VS1	EX	EX	GIA	27933.00
5192	 2.78 	Ideal	G	VS2	EX	EX	GIA	40910.00
5193	 0.90 	Very Good	H	VVS1	VG	EX	GIA	4603.00
5194	 1.02 	Very Good	H	VVS1	EX	VG	GIA	5900.00
5195	 1.20 	Very Good	I	VS2	VG	VG	GIA	5884.00
5196	 0.93 	Very Good	G	VS1	VG	VG	GIA	4740.00
5197	 0.90 	Ideal	I	VS1	EX	EX	GIA	4492.00
5198	 1.51 	Very Good	E	SI1	EX	VG	GIA	12185.00
5199	 2.01 	Very Good	E	VS2	VG	VG	GIA	26110.00
5200	 1.69 	Very Good	I	SI1	VG	VG	GIA	10497.00
5201	 0.94 	Ideal	H	VS2	VG	VG	GIA	4358.00
5202	 2.14 	Ideal	G	VS2	EX	ID	AGSL	26464.00
5203	 1.01 	Very Good	D	SI1	EX	VG	GIA	5703.00
5204	 0.91 	Fair	H	SI1	VG	G	GIA	3325.00
5205	 1.05 	Ideal	H	SI1	VG	EX	GIA	5128.00
5206	 1.07 	Ideal	H	VS2	EX	EX	GIA	6114.00
5207	 0.90 	Very Good	G	VS2	EX	VG	GIA	4400.00
5208	 0.77 	Very Good	H	VS2	EX	VG	GIA	2488.00
5209	 1.50 	Good	E	VS1	VG	VG	GIA	12402.00
5210	 2.01 	Very Good	E	VS1	EX	EX	GIA	30794.00
5211	 1.16 	Ideal	H	SI1	VG	VG	GIA	5644.00
5212	 2.01 	Good	H	SI1	EX	VG	GIA	15467.00
5213	 1.01 	Good	I	VS1	VG	G	GIA	4711.00
5214	 1.68 	Very Good	F	VVS2	VG	VG	GIA	20774.00
5215	 1.04 	Very Good	D	SI1	VG	EX	GIA	6138.00
5216	 1.00 	Very Good	E	VVS2	EX	VG	GIA	8905.00
5217	 0.76 	Ideal	H	VVS2	ID	ID	AGSL	3249.00
5218	 1.00 	Very Good	D	IF	VG	VG	GIA	16688.00
5219	 1.00 	Good	F	VS2	EX	ID	AGSL	6223.00
5220	 2.03 	Ideal	D	VVS2	EX	EX	GIA	43556.00
5221	 1.23 	Ideal	I	VS2	EX	EX	GIA	6817.00
5222	 1.28 	Ideal	G	SI1	VG	VG	GIA	7660.00
5223	 1.05 	Ideal	G	VS2	EX	VG	GIA	6914.00
5224	 1.02 	Ideal	H	VVS2	ID	ID	AGSL	6632.00
5225	 1.01 	Very Good	H	VVS2	EX	VG	GIA	5908.00
5226	 0.81 	Very Good	F	VS1	G	G	GIA	3726.00
5227	 2.00 	Very Good	E	SI1	VG	G	GIA	18709.00
5228	 1.10 	Ideal	I	SI1	ID	ID	AGSL	5199.00
5229	 1.29 	Ideal	G	SI1	VG	VG	GIA	7623.00
5230	 2.36 	Ideal	G	VS2	VG	VG	GIA	25870.00
5231	 2.01 	Very Good	E	SI1	VG	G	GIA	20157.00
5232	 2.03 	Very Good	F	VS1	VG	VG	GIA	30894.00
5233	 1.01 	Very Good	F	VS1	VG	G	GIA	6701.00
5234	 0.79 	Ideal	H	VVS1	EX	EX	GIA	3675.00
5235	 1.14 	Very Good	F	VVS2	VG	VG	GIA	10954.00
5236	 1.01 	Very Good	D	SI1	VG	VG	GIA	5634.00
5237	 2.04 	Ideal	H	VS1	EX	VG	GIA	20972.00
5238	 0.90 	Good	E	SI1	VG	VG	GIA	4034.00
5239	 1.20 	Good	H	SI1	VG	VG	GIA	5989.00
5240	 0.75 	Very Good	E	SI1	VG	VG	GIA	2923.00
5241	 2.04 	Ideal	H	VVS2	EX	EX	GIA	22481.00
5242	 1.05 	Ideal	G	VVS2	VG	VG	GIA	8492.00
5243	 1.08 	Ideal	F	VS2	EX	EX	GIA	7625.00
5244	 1.31 	Very Good	F	VS1	VG	G	GIA	9797.00
5245	 1.06 	Ideal	F	VS2	EX	VG	GIA	7342.00
5246	 1.02 	Ideal	H	VVS2	VG	VG	GIA	6667.00
5247	 0.80 	Ideal	E	SI1	ID	ID	AGSL	3663.00
5248	 1.01 	Very Good	F	SI1	EX	VG	GIA	5149.00
5249	 1.30 	Ideal	H	VVS1	ID	ID	AGSL	9232.00
5250	 0.91 	Very Good	I	SI1	VG	VG	GIA	3703.00
5251	 1.57 	Ideal	H	SI1	G	G	GIA	10521.00
5252	 1.14 	Ideal	F	VVS1	VG	EX	GIA	11226.00
5253	 2.02 	Very Good	I	VS2	VG	VG	GIA	15791.00
5254	 1.08 	Ideal	D	VS1	VG	VG	GIA	7867.00
5255	 1.01 	Fair	F	VS2	VG	VG	GIA	5784.00
5256	 1.57 	Very Good	G	SI1	VG	VG	GIA	10859.00
5257	 1.50 	Good	H	VVS2	G	EX	GIA	10608.00
5258	 1.20 	Ideal	I	VS1	EX	EX	GIA	6380.00
5259	 0.79 	Ideal	F	SI1	EX	EX	GIA	2976.00
5260	 1.53 	Ideal	G	SI1	EX	VG	GIA	10972.00
5261	 1.03 	Ideal	D	SI1	EX	EX	GIA	6610.00
5262	 2.02 	Ideal	F	VS1	EX	EX	GIA	32114.00
5263	 1.06 	Ideal	D	VS1	EX	EX	GIA	9625.00
5264	 2.02 	Very Good	H	VS2	EX	G	GIA	20596.00
5265	 2.11 	Very Good	E	VVS1	VG	VG	GIA	56065.00
5266	 2.72 	Ideal	G	VS2	EX	EX	GIA	39970.00
5267	 2.05 	Ideal	H	VS2	EX	EX	GIA	21311.00
5268	 1.32 	Ideal	G	VS1	EX	EX	GIA	11584.00
5269	 0.90 	Very Good	G	VVS2	EX	VG	GIA	5005.00
5270	 0.75 	Very Good	E	VS1	G	G	GIA	3543.00
5271	 0.90 	Very Good	G	IF	G	VG	GIA	6143.00
5272	 2.12 	Very Good	I	SI1	EX	EX	AGSL	16274.00
5273	 1.02 	Good	I	VS2	VG	G	GIA	4340.00
5274	 0.90 	Very Good	G	VS2	EX	EX	GIA	4504.00
5275	 1.17 	Signature-Ideal	G	VS1	EX	EX	GIA	9326.00
5276	 0.77 	Ideal	H	SI1	EX	EX	GIA	2658.00
5277	 1.07 	Ideal	F	VS2	VG	VG	GIA	7789.00
5278	 2.01 	Very Good	G	VS2	VG	VG	GIA	25948.00
5279	 1.54 	Very Good	D	VS1	VG	EX	GIA	14735.00
5280	 1.80 	Ideal	I	VS1	VG	VG	GIA	13868.00
5281	 1.23 	Signature-Ideal	E	IF	ID	ID	AGSL	17930.00
5282	 1.15 	Very Good	H	VS1	VG	VG	GIA	7040.00
5283	 1.22 	Ideal	G	VS1	EX	EX	GIA	9348.00
5284	 2.05 	Signature-Ideal	D	VVS2	ID	ID	AGSL	53956.00
5285	 1.50 	Ideal	G	VVS2	EX	VG	GIA	16948.00
5286	 1.51 	Ideal	G	VS2	VG	VG	GIA	14196.00
5287	 0.90 	Very Good	F	SI1	VG	VG	GIA	4498.00
5288	 1.08 	Ideal	G	VS2	G	VG	GIA	6561.00
5289	 0.90 	Good	E	SI1	G	VG	GIA	4283.00
5290	 2.01 	Ideal	D	IF	VG	VG	GIA	64134.00
5291	 1.00 	Very Good	E	VS2	VG	VG	GIA	6732.00
5292	 0.92 	Ideal	I	SI1	VG	VG	GIA	3610.00
5293	 1.50 	Ideal	H	VVS2	VG	VG	GIA	13412.00
5294	 1.24 	Ideal	E	VS2	VG	VG	GIA	8887.00
5295	 1.09 	Good	I	SI1	VG	G	GIA	4622.00
5296	 0.90 	Signature-Ideal	F	SI1	EX	EX	GIA	5003.00
5297	 1.20 	Ideal	E	SI1	ID	ID	AGSL	7697.00
5298	 1.00 	Very Good	F	VVS2	VG	EX	GIA	8216.00
5299	 2.15 	Very Good	H	SI1	VG	G	GIA	18858.00
5300	 1.02 	Very Good	E	SI1	VG	EX	GIA	5424.00
5301	 2.02 	Ideal	I	SI1	EX	EX	GIA	16560.00
5302	 0.90 	Very Good	I	VS2	VG	G	GIA	3709.00
5303	 2.05 	Ideal	I	VVS2	EX	EX	GIA	21209.00
5304	 1.01 	Good	G	VS2	VG	VG	GIA	5497.00
5305	 1.11 	Very Good	G	SI1	EX	VG	GIA	5690.00
5306	 1.05 	Ideal	G	VS1	EX	EX	GIA	7523.00
5307	 0.92 	Very Good	F	SI1	EX	EX	GIA	4179.00
5308	 1.03 	Ideal	H	SI1	VG	EX	GIA	4759.00
5309	 1.29 	Very Good	D	SI1	EX	VG	GIA	9086.00
5310	 0.91 	Very Good	E	SI1	VG	VG	GIA	4518.00
5311	 1.06 	Very Good	H	SI1	VG	EX	GIA	5048.00
5312	 1.09 	Signature-Ideal	H	SI1	EX	EX	GIA	6970.00
5313	 2.13 	Very Good	G	VS1	EX	VG	GIA	27620.00
5314	 2.14 	Ideal	I	SI1	ID	ID	AGSL	17946.00
5315	 1.52 	Very Good	H	SI1	G	G	GIA	9642.00
5316	 0.93 	Good	I	SI1	G	G	GIA	3239.00
5317	 0.91 	Fair	E	SI1	EX	EX	GIA	4017.00
5318	 2.01 	Very Good	G	VS2	G	VG	GIA	26075.00
5319	 1.16 	Very Good	E	VS2	EX	VG	GIA	8520.00
5320	 0.79 	Ideal	D	VS2	VG	EX	GIA	3911.00
5321	 0.77 	Signature-Ideal	G	VS2	EX	EX	GIA	3786.00
5322	 1.51 	Ideal	E	SI1	VG	G	GIA	11628.00
5323	 2.02 	Ideal	G	VS2	EX	EX	GIA	27123.00
5324	 1.53 	Good	E	VS1	VG	G	GIA	14785.00
5325	 2.02 	Very Good	H	VS1	VG	EX	GIA	20564.00
5326	 1.04 	Ideal	F	SI1	VG	VG	GIA	5321.00
5327	 0.97 	Good	F	VS2	VG	VG	GIA	4926.00
5328	 1.01 	Ideal	I	SI1	EX	EX	GIA	4942.00
5329	 1.00 	Good	H	VS2	VG	G	GIA	5490.00
5330	 0.79 	Very Good	E	SI1	G	VG	AGSL	3138.00
5331	 1.00 	Good	G	VVS2	VG	VG	GIA	6971.00
5332	 0.80 	Ideal	D	VS2	EX	VG	GIA	4781.00
5333	 0.90 	Ideal	E	SI1	EX	VG	GIA	5450.00
5334	 1.50 	Good	E	VS2	VG	G	GIA	12702.00
5335	 1.03 	Ideal	H	VVS2	ID	ID	AGSL	6638.00
5336	 0.77 	Very Good	E	VS2	EX	EX	GIA	3911.00
5337	 2.09 	Ideal	E	VS2	EX	EX	GIA	29957.00
5338	 1.15 	Ideal	G	VVS1	VG	VG	GIA	10644.00
5339	 2.01 	Very Good	G	VVS2	EX	VG	GIA	29236.00
5340	 1.10 	Ideal	I	VS2	ID	ID	AGSL	5273.00
5341	 1.03 	Good	E	VS1	EX	VG	GIA	7184.00
5342	 0.84 	Good	F	SI1	VG	EX	AGSL	3122.00
5343	 1.51 	Ideal	D	SI1	EX	VG	GIA	13097.00
5344	 2.48 	Very Good	F	VVS1	VG	VG	GIA	50585.00
5345	 2.15 	Ideal	F	VS2	VG	VG	GIA	30763.00
5346	 0.92 	Very Good	E	SI1	VG	VG	GIA	4373.00
5347	 2.03 	Ideal	I	VVS2	EX	EX	GIA	21932.00
5348	 1.21 	Very Good	H	VS1	G	G	GIA	6973.00
5349	 0.91 	Ideal	G	SI1	VG	EX	GIA	4049.00
5350	 1.02 	Ideal	G	VS2	EX	VG	GIA	6418.00
5351	 2.01 	Ideal	H	VS1	VG	VG	GIA	20923.00
5352	 1.01 	Good	H	SI1	EX	VG	GIA	4475.00
5353	 1.25 	Ideal	H	VS1	EX	EX	GIA	8365.00
5354	 1.50 	Very Good	E	VS2	VG	VG	GIA	13356.00
5355	 0.90 	Good	F	VS2	G	G	GIA	4095.00
5356	 1.59 	Ideal	D	VVS2	VG	EX	GIA	22696.00
5357	 1.06 	Very Good	F	VS2	EX	EX	GIA	7706.00
5358	 0.91 	Very Good	D	SI1	G	VG	GIA	4389.00
5359	 1.56 	Very Good	E	VS2	VG	VG	GIA	13163.00
5360	 0.78 	Ideal	G	VS2	EX	EX	GIA	2996.00
5361	 0.92 	Good	E	SI1	VG	G	GIA	4416.00
5362	 0.90 	Very Good	I	VS2	EX	VG	GIA	3992.00
5363	 1.25 	Ideal	H	VVS2	EX	EX	GIA	8461.00
5364	 0.81 	Ideal	E	VS2	EX	EX	GIA	4314.00
5365	 0.92 	Very Good	G	SI1	G	G	GIA	3986.00
5366	 1.04 	Very Good	G	SI1	VG	VG	GIA	5762.00
5367	 1.24 	Ideal	E	SI1	EX	EX	GIA	7129.00
5368	 2.01 	Very Good	G	VS2	EX	VG	GIA	23370.00
5369	 1.21 	Ideal	H	SI1	ID	ID	AGSL	6629.00
5370	 1.29 	Ideal	H	SI1	VG	VG	GIA	7384.00
5371	 0.91 	Very Good	E	SI1	VG	EX	GIA	4284.00
5372	 2.05 	Very Good	I	VS2	VG	VG	GIA	16576.00
5373	 1.51 	Ideal	D	VS2	EX	EX	GIA	15821.00
5374	 1.13 	Signature-Ideal	E	VS2	EX	EX	GIA	9796.00
5375	 1.28 	Ideal	I	SI1	ID	ID	AGSL	6141.00
5376	 1.22 	Ideal	F	VVS1	EX	EX	GIA	12906.00
5377	 2.51 	Very Good	I	SI1	EX	VG	GIA	21820.00
5378	 1.63 	Very Good	H	SI1	VG	VG	GIA	10721.00
5379	 1.55 	Very Good	H	SI1	VG	VG	GIA	10076.00
5380	 1.09 	Very Good	E	SI1	VG	VG	GIA	5771.00
5381	 1.01 	Ideal	E	VS2	EX	VG	GIA	7198.00
5382	 1.18 	Very Good	D	SI1	EX	ID	AGSL	7093.00
5383	 2.28 	Ideal	G	VS2	EX	EX	GIA	31221.00
5384	 1.19 	Ideal	G	SI1	VG	VG	GIA	6335.00
5385	 1.40 	Very Good	F	SI1	VG	VG	GIA	7802.00
5386	 1.01 	Ideal	G	SI1	EX	EX	GIA	5555.00
5387	 1.01 	Ideal	G	SI1	G	VG	GIA	5521.00
5388	 2.20 	Very Good	G	SI1	G	G	GIA	20661.00
5389	 0.79 	Ideal	E	VS2	G	VG	GIA	3203.00
5390	 1.40 	Ideal	G	VS2	EX	VG	GIA	10953.00
5391	 1.01 	Ideal	G	SI1	EX	EX	GIA	5166.00
5392	 1.06 	Ideal	G	VVS1	VG	VG	GIA	8712.00
5393	 2.02 	Good	I	SI1	VG	G	GIA	13286.00
5394	 1.50 	Very Good	H	VS2	EX	VG	GIA	12307.00
5395	 2.02 	Very Good	I	VS2	VG	VG	GIA	17215.00
5396	 1.00 	Good	F	SI1	VG	G	GIA	4844.00
5397	 0.90 	Very Good	I	VS2	EX	G	GIA	3720.00
5398	 1.53 	Ideal	E	VS2	EX	EX	GIA	15745.00
5399	 1.14 	Very Good	G	SI1	VG	G	GIA	5662.00
5400	 2.01 	Good	I	VS2	VG	VG	GIA	17497.00
5401	 1.21 	Ideal	G	VVS1	EX	EX	GIA	11572.00
5402	 2.00 	Ideal	I	SI1	EX	VG	GIA	16775.00
5403	 1.51 	Good	F	SI1	VG	G	GIA	10429.00
5404	 0.90 	Ideal	F	SI1	EX	EX	GIA	4523.00
5405	 1.01 	Very Good	I	SI1	VG	VG	GIA	4375.00
5406	 0.90 	Very Good	G	SI1	VG	VG	GIA	3752.00
5407	 2.07 	Very Good	H	SI1	VG	G	GIA	19106.00
5408	 1.01 	Very Good	I	SI1	VG	VG	GIA	4189.00
5409	 2.08 	Very Good	D	VS1	EX	VG	GIA	29094.00
5410	 2.00 	Very Good	G	SI1	EX	G	GIA	18683.00
5411	 1.19 	Ideal	F	VVS1	VG	EX	GIA	10302.00
5412	 1.22 	Ideal	H	SI1	EX	EX	GIA	6727.00
5413	 2.01 	Very Good	D	VS1	VG	VG	GIA	33941.00
